Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
192914122,E15,19125562,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 10:29:12 PM,10/18/2019 10:29:54 PM,10/18/2019 10:30:06 PM,10/18/2019 10:31:37 PM,10/18/2019 10:33:52 PM,null,null,Code 2 Transport,10/18/2019 10:57:10 PM,300 Block of FAXON AVE,San Francisco,94112,B09,15,8463,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,POINT (-122.46029044638657 37.72092772407447),192914122-E15
192914122,RC4,19125562,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 10:29:12 PM,10/18/2019 10:29:54 PM,10/18/2019 10:30:38 PM,10/18/2019 10:31:27 PM,10/18/2019 10:39:21 PM,null,null,Code 2 Transport,10/18/2019 10:54:13 PM,300 Block of FAXON AVE,San Francisco,94112,B09,15,8463,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,9,11,Oceanview/Merced/Ingleside,POINT (-122.46029044638657 37.72092772407447),192914122-RC4
192914127,95,19125563,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:30:58 PM,10/18/2019 10:31:52 PM,10/18/2019 10:32:14 PM,10/18/2019 10:33:40 PM,10/18/2019 10:36:56 PM,10/18/2019 10:47:05 PM,10/18/2019 11:00:31 PM,Code 2 Transport,10/18/2019 11:41:19 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,POINT (-122.41690045984953 37.78439649309243),192914127-95
192914127,E03,19125563,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:30:58 PM,10/18/2019 10:31:52 PM,10/18/2019 10:32:14 PM,10/18/2019 10:33:32 PM,10/18/2019 10:35:08 PM,null,null,Code 2 Transport,10/18/2019 10:38:49 PM,600 Block of ELLIS ST,San Francisco,94109,B02,03,1555,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,POINT (-122.41690045984953 37.78439649309243),192914127-E03
192914151,89,19125564,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:38:54 PM,10/18/2019 10:39:53 PM,10/18/2019 10:40:04 PM,10/18/2019 10:40:07 PM,10/18/2019 10:48:12 PM,null,null,Patient Declined Transport,10/18/2019 11:24:20 PM,1800 Block of SUNNYDALE AV,San Francisco,94134,B09,44,6241,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,10,Visitacion Valley,POINT (-122.41710441039966 37.71225539813638),192914151-89
192914151,E43,19125564,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:38:54 PM,10/18/2019 10:39:53 PM,10/18/2019 10:40:04 PM,10/18/2019 10:41:16 PM,10/18/2019 10:44:30 PM,null,null,Patient Declined Transport,10/18/2019 10:53:23 PM,1800 Block of SUNNYDALE AV,San Francisco,94134,B09,44,6241,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,10,Visitacion Valley,POINT (-122.41710441039966 37.71225539813638),192914151-E43
192914162,78,19125565,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 10:42:02 PM,10/18/2019 10:43:59 PM,10/18/2019 10:44:34 PM,10/18/2019 10:44:46 PM,null,null,null,Cancelled,10/18/2019 10:45:32 PM,1400 Block of SUNNYDALE AVE,San Francisco,94134,B09,44,6241,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,9,10,Visitacion Valley,POINT (-122.41556355365763 37.71173303770666),192914162-78
192914162,E44,19125565,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 10:42:02 PM,10/18/2019 10:43:59 PM,10/18/2019 10:44:34 PM,10/18/2019 10:46:00 PM,null,null,null,Cancelled,10/18/2019 10:46:31 PM,1400 Block of SUNNYDALE AVE,San Francisco,94134,B09,44,6241,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,10,Visitacion Valley,POINT (-122.41556355365763 37.71173303770666),192914162-E44
192914164,AM118,19125566,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:41:02 PM,10/18/2019 10:44:53 PM,10/18/2019 10:45:34 PM,10/18/2019 10:45:54 PM,10/18/2019 10:48:30 PM,10/18/2019 10:52:26 PM,10/18/2019 11:24:01 PM,Code 2 Transport,10/18/2019 11:53:28 PM,900 Block of LEAVENWORTH ST,San Francisco,94109,B01,41,1542,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,1,3,Nob Hill,POINT (-122.41539714915046 37.7897956957533),192914164-AM118
192914169,67,19125567,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:47:50 PM,10/18/2019 10:47:50 PM,10/18/2019 10:47:57 PM,10/18/2019 10:48:05 PM,10/18/2019 10:58:48 PM,10/18/2019 11:10:40 PM,10/18/2019 11:26:46 PM,Code 2 Transport,10/19/2019 12:02:53 AM,7TH AV/MARTIN LUTHER KING DR,San Francisco,94122,B08,22,7332,A,3,3,true,Potentially Life-Threatening,1,MEDIC,1,7,5,Golden Gate Park,POINT (-122.46438443590921 37.76643003023059),192914169-67
192914169,E12,19125567,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:47:50 PM,10/18/2019 10:47:50 PM,10/18/2019 10:55:35 PM,10/18/2019 10:56:25 PM,null,null,null,Code 2 Transport,10/18/2019 10:59:25 PM,7TH AV/MARTIN LUTHER KING DR,San Francisco,94122,B08,22,7332,A,3,3,true,Potentially Life-Threatening,1,ENGINE,2,7,5,Golden Gate Park,POINT (-122.46438443590921 37.76643003023059),192914169-E12
192914199,84,19125568,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:54:58 PM,10/18/2019 10:54:58 PM,10/18/2019 10:55:18 PM,10/18/2019 10:55:22 PM,10/18/2019 11:05:29 PM,10/18/2019 11:16:20 PM,10/18/2019 11:19:12 PM,Code 2 Transport,10/18/2019 11:45:59 PM,1700 Block of TURK ST,San Francisco,94115,B05,05,4152,A,2,2,true,Potentially Life-Threatening,1,MEDIC,2,5,5,Western Addition,POINT (-122.43832808228899 37.779766551728585),192914199-84
192914199,E05,19125568,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:54:58 PM,10/18/2019 10:54:58 PM,10/18/2019 10:55:18 PM,10/18/2019 10:56:51 PM,10/18/2019 11:01:26 PM,null,null,Code 2 Transport,10/18/2019 11:11:40 PM,1700 Block of TURK ST,San Francisco,94115,B05,05,4152,A,2,2,true,Potentially Life-Threatening,1,ENGINE,1,5,5,Western Addition,POINT (-122.43832808228899 37.779766551728585),192914199-E05
192914201,T10,19125569,Citizen Assist / Service Call,2019-10-18,2019-10-18,10/18/2019 10:52:33 PM,10/18/2019 10:55:30 PM,10/18/2019 10:55:52 PM,10/18/2019 10:58:02 PM,10/18/2019 11:01:42 PM,null,null,Fire,10/18/2019 11:26:02 PM,3500 Block of GEARY BLVD,San Francisco,94118,B07,10,4452,3,3,3,false,Alarm,1,TRUCK,1,7,1,Lone Mountain/USF,POINT (-122.45700153853275 37.78121703419477),192914201-T10
192914208,78,19125570,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:56:46 PM,10/18/2019 10:57:49 PM,10/18/2019 10:58:28 PM,10/18/2019 10:58:47 PM,10/18/2019 11:08:51 PM,null,null,Patient Declined Transport,10/18/2019 11:40:53 PM,100 Block of MARINA BLVD,San Francisco,94123,B04,16,3452,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Marina,POINT (-122.43481226093094 37.80551335889242),192914208-78
192914208,E16,19125570,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:56:46 PM,10/18/2019 10:57:49 PM,10/18/2019 10:58:28 PM,10/18/2019 11:00:30 PM,10/18/2019 11:03:47 PM,null,null,Patient Declined Transport,10/18/2019 11:14:45 PM,100 Block of MARINA BLVD,San Francisco,94123,B04,16,3452,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,POINT (-122.43481226093094 37.80551335889242),192914208-E16
192914217,75,19125571,Medical Incident,2019-10-18,2019-10-18,10/18/2019 10:58:35 PM,10/18/2019 11:00:44 PM,10/18/2019 11:01:14 PM,10/18/2019 11:01:20 PM,10/18/2019 11:20:06 PM,10/18/2019 11:35:26 PM,10/18/2019 11:47:44 PM,Code 2 Transport,10/19/2019 12:21:11 AM,MARKET ST/SUTTER ST,San Francisco,94104,B01,13,1164,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,POINT (-122.40015247124529 37.7902901603061),192914217-75
192914223,57,19125572,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:02:21 PM,10/18/2019 11:02:21 PM,10/18/2019 11:20:58 PM,10/18/2019 11:21:26 PM,10/18/2019 11:32:53 PM,null,null,Patient Declined Transport,10/18/2019 11:39:41 PM,600 Block of BUSH ST,San Francisco,94108,B01,02,1361,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Nob Hill,POINT (-122.4083891465028 37.79026526175803),192914223-57
192914223,60,19125572,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:02:21 PM,10/18/2019 11:02:21 PM,10/18/2019 11:02:38 PM,10/18/2019 11:02:49 PM,null,null,null,Patient Declined Transport,10/18/2019 11:20:16 PM,600 Block of BUSH ST,San Francisco,94108,B01,02,1361,A,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Nob Hill,POINT (-122.4083891465028 37.79026526175803),192914223-60
192914256,E25,19125573,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:16:43 PM,10/18/2019 11:18:22 PM,10/18/2019 11:18:43 PM,10/18/2019 11:20:29 PM,10/18/2019 11:22:52 PM,null,null,Code 2 Transport,10/18/2019 11:40:09 PM,0 Block of REBECCA LN,San Francisco,94124,B10,25,6565,2,3,3,false,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,POINT (-122.38260023570848 37.7376271316043),192914256-E25
192914256,KM07,19125573,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:16:43 PM,10/18/2019 11:18:22 PM,10/18/2019 11:18:43 PM,10/18/2019 11:25:54 PM,10/18/2019 11:25:54 PM,10/18/2019 11:42:20 PM,10/19/2019 12:07:53 AM,Code 2 Transport,10/19/2019 01:04:13 AM,0 Block of REBECCA LN,San Francisco,94124,B10,25,6565,2,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,10,10,Bayview Hunters Point,POINT (-122.38260023570848 37.7376271316043),192914256-KM07
192914258,60,19125574,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:18:30 PM,10/18/2019 11:19:32 PM,10/18/2019 11:20:27 PM,10/18/2019 11:20:33 PM,10/18/2019 11:27:12 PM,null,null,Patient Declined Transport,10/18/2019 11:47:31 PM,2100 Block of BRODERICK ST,San Francisco,94115,B04,10,4232,3,2,2,true,Non Life-threatening,1,MEDIC,2,4,2,Pacific Heights,POINT (-122.44249705331586 37.79010994225564),192914258-60
192914258,E10,19125574,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:18:30 PM,10/18/2019 11:19:32 PM,10/18/2019 11:20:27 PM,10/18/2019 11:21:16 PM,10/18/2019 11:23:49 PM,null,null,Patient Declined Transport,10/18/2019 11:32:38 PM,2100 Block of BRODERICK ST,San Francisco,94115,B04,10,4232,3,2,2,true,Non Life-threatening,1,ENGINE,1,4,2,Pacific Heights,POINT (-122.44249705331586 37.79010994225564),192914258-E10
192914260,85,19125575,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:17:46 PM,10/18/2019 11:21:08 PM,10/18/2019 11:21:37 PM,10/18/2019 11:21:45 PM,null,null,null,No Merit,10/18/2019 11:33:12 PM,100 Block of MASON ST,San Francisco,94102,B03,01,1364,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Tenderloin,POINT (-122.40947169091669 37.784807409256345),192914260-85
192914260,QRV1,19125575,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:17:46 PM,10/18/2019 11:21:08 PM,10/18/2019 11:21:37 PM,10/18/2019 11:21:41 PM,10/18/2019 11:27:29 PM,null,null,No Merit,10/18/2019 11:37:44 PM,100 Block of MASON ST,San Francisco,94102,B03,01,1364,2,2,2,true,Potentially Life-Threatening,1,SUPPORT,1,3,6,Tenderloin,POINT (-122.40947169091669 37.784807409256345),192914260-QRV1
192914275,86,19125576,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:24:33 PM,10/18/2019 11:26:15 PM,10/18/2019 11:26:33 PM,10/18/2019 11:26:41 PM,null,null,null,Cancelled,10/18/2019 11:35:03 PM,500 Block of SACRAMENTO ST,San Francisco,94111,B01,13,1166,3,2,2,true,Potentially Life-Threatening,1,MEDIC,3,1,3,Chinatown,POINT (-122.4025693039124 37.7938844190655),192914275-86
192914275,E13,19125576,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:24:33 PM,10/18/2019 11:26:15 PM,10/18/2019 11:26:33 PM,10/18/2019 11:28:30 PM,10/18/2019 11:29:47 PM,null,null,Cancelled,10/18/2019 11:30:16 PM,500 Block of SACRAMENTO ST,San Francisco,94111,B01,13,1166,3,2,2,true,Potentially Life-Threatening,1,ENGINE,2,1,3,Chinatown,POINT (-122.4025693039124 37.7938844190655),192914275-E13
192914275,RC1,19125576,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:24:33 PM,10/18/2019 11:26:15 PM,10/18/2019 11:26:33 PM,10/18/2019 11:28:00 PM,10/18/2019 11:29:02 PM,null,null,Cancelled,10/18/2019 11:33:11 PM,500 Block of SACRAMENTO ST,San Francisco,94111,B01,13,1166,3,2,2,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,1,1,3,Chinatown,POINT (-122.4025693039124 37.7938844190655),192914275-RC1
192914284,E01,19125577,Structure Fire,2019-10-18,2019-10-18,10/18/2019 11:29:04 PM,10/18/2019 11:29:04 PM,10/18/2019 11:29:13 PM,10/18/2019 11:30:47 PM,10/18/2019 11:32:32 PM,null,null,Fire,10/18/2019 11:32:45 PM,3RD ST/HOWARD ST,San Francisco,94105,B03,01,2177,3,3,3,true,Alarm,1,ENGINE,1,3,6,Financial District/South Beach,POINT (-122.40046848441152 37.785030284888116),192914284-E01
192914284,T01,19125577,Structure Fire,2019-10-18,2019-10-18,10/18/2019 11:29:04 PM,10/18/2019 11:29:04 PM,10/18/2019 11:29:13 PM,10/18/2019 11:31:10 PM,null,null,null,Fire,10/18/2019 11:32:45 PM,3RD ST/HOWARD ST,San Francisco,94105,B03,01,2177,3,3,3,false,Alarm,1,TRUCK,2,3,6,Financial District/South Beach,POINT (-122.40046848441152 37.785030284888116),192914284-T01
192914291,68,19125578,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:29:36 PM,10/18/2019 11:31:04 PM,10/18/2019 11:31:19 PM,10/18/2019 11:32:01 PM,10/18/2019 11:41:22 PM,10/18/2019 11:55:26 PM,10/19/2019 12:07:31 AM,Code 2 Transport,10/19/2019 12:37:35 AM,700 Block of HARRISON ST,San Francisco,94107,B03,01,2175,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,POINT (-122.3978145063337 37.782137249161906),192914291-68
192914296,50,19125579,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:33:18 PM,10/18/2019 11:34:45 PM,10/18/2019 11:35:12 PM,10/18/2019 11:35:19 PM,10/18/2019 11:41:55 PM,10/18/2019 11:54:53 PM,10/19/2019 12:13:56 AM,Code 2 Transport,10/19/2019 12:44:06 AM,100 Block of FONT BLVD,San Francisco,94132,B08,33,8422,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,7,Lakeshore,POINT (-122.4736299197386 37.71554505283677),192914296-50
192914296,E33,19125579,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:33:18 PM,10/18/2019 11:34:45 PM,10/18/2019 11:35:12 PM,10/18/2019 11:37:10 PM,10/18/2019 11:41:14 PM,null,null,Code 2 Transport,10/18/2019 11:51:07 PM,100 Block of FONT BLVD,San Francisco,94132,B08,33,8422,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,7,Lakeshore,POINT (-122.4736299197386 37.71554505283677),192914296-E33
192914297,85,19125580,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:35:13 PM,10/18/2019 11:35:13 PM,10/18/2019 11:37:05 PM,10/18/2019 11:37:05 PM,null,null,null,Cancelled,10/18/2019 11:43:22 PM,LEAVENWORTH ST/MACONDRAY LN,San Francisco,94133,B01,41,1533,B,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Russian Hill,POINT (-122.41731249947746 37.798941909013536),192914297-85
192914297,86,19125580,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:35:13 PM,10/18/2019 11:35:13 PM,10/18/2019 11:36:06 PM,10/18/2019 11:36:22 PM,null,null,null,Cancelled,10/18/2019 11:37:17 PM,LEAVENWORTH ST/MACONDRAY LN,San Francisco,94133,B01,41,1533,B,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Russian Hill,POINT (-122.41731249947746 37.798941909013536),192914297-86
192914314,86,19125581,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:35:57 PM,10/18/2019 11:39:56 PM,10/18/2019 11:40:23 PM,10/18/2019 11:40:31 PM,10/18/2019 11:54:51 PM,10/18/2019 11:59:02 PM,10/19/2019 12:16:32 AM,Code 2 Transport,10/19/2019 12:45:26 AM,1200 Block of BUSH ST,San Francisco,94109,B04,03,1636,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,4,3,Nob Hill,POINT (-122.4178258293637 37.78895561109905),192914314-86
192914316,54,19125582,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:37:26 PM,10/18/2019 11:40:48 PM,10/18/2019 11:41:14 PM,10/18/2019 11:41:19 PM,null,null,null,Cancelled,10/18/2019 11:43:58 PM,POST ST/FRANKLIN ST,San Francisco,94109,B04,03,3161,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Western Addition,POINT (-122.423213872984 37.78640231778512),192914316-54
192914316,QRV1,19125582,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:37:26 PM,10/18/2019 11:40:48 PM,10/18/2019 11:41:14 PM,10/18/2019 11:41:20 PM,10/18/2019 11:44:03 PM,null,null,Cancelled,10/18/2019 11:46:54 PM,POST ST/FRANKLIN ST,San Francisco,94109,B04,03,3161,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,4,2,Western Addition,POINT (-122.423213872984 37.78640231778512),192914316-QRV1
192914322,AM120,19125583,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:40:14 PM,10/18/2019 11:43:13 PM,10/18/2019 11:43:32 PM,10/18/2019 11:44:30 PM,10/19/2019 12:05:40 AM,10/19/2019 12:10:35 AM,10/19/2019 12:35:41 AM,Code 2 Transport,10/19/2019 01:19:14 AM,1700 Block of OAKDALE AVE,San Francisco,94124,B10,17,6471,2,3,3,false,Non Life-threatening,1,PRIVATE,2,10,10,Bayview Hunters Point,POINT (-122.3931934840189 37.73615013884693),192914322-AM120
192914322,E17,19125583,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:40:14 PM,10/18/2019 11:43:13 PM,10/18/2019 11:43:32 PM,10/18/2019 11:45:28 PM,10/18/2019 11:57:07 PM,null,null,Code 2 Transport,10/18/2019 11:58:38 PM,1700 Block of OAKDALE AVE,San Francisco,94124,B10,17,6471,2,3,3,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,POINT (-122.3931934840189 37.73615013884693),192914322-E17
192914324,T03,19125584,Citizen Assist / Service Call,2019-10-18,2019-10-18,10/18/2019 11:41:49 PM,10/18/2019 11:43:45 PM,10/18/2019 11:44:18 PM,10/18/2019 11:45:21 PM,10/18/2019 11:49:27 PM,null,null,Fire,10/18/2019 11:58:25 PM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,false,Alarm,1,TRUCK,1,2,6,Tenderloin,POINT (-122.41361543826261 37.78480738867744),192914324-T03
192914328,85,19125585,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:41:18 PM,10/18/2019 11:44:22 PM,10/18/2019 11:44:55 PM,10/18/2019 11:44:59 PM,10/18/2019 11:49:58 PM,null,null,Patient Declined Transport,10/19/2019 12:31:36 AM,300 Block of EDDY ST,San Francisco,94102,B02,03,1545,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,POINT (-122.41295236246002 37.78394291462712),192914328-85
192914340,89,19125586,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 11:48:02 PM,10/18/2019 11:48:02 PM,10/18/2019 11:48:34 PM,10/18/2019 11:48:57 PM,null,null,null,Code 2 Transport,10/18/2019 11:51:00 PM,26TH AV/VICENTE ST,San Francisco,94116,B08,40,7462,B,2,2,true,Non Life-threatening,1,MEDIC,3,8,4,Sunset/Parkside,POINT (-122.48293305578434 37.73899422607066),192914340-89
192914340,AM116,19125586,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 11:48:02 PM,10/18/2019 11:48:02 PM,10/18/2019 11:50:41 PM,10/18/2019 11:50:41 PM,10/19/2019 12:01:10 AM,10/19/2019 12:22:59 AM,10/19/2019 12:36:39 AM,Code 2 Transport,10/19/2019 12:57:18 AM,26TH AV/VICENTE ST,San Francisco,94116,B08,40,7462,B,2,2,false,Non Life-threatening,1,PRIVATE,2,8,4,Sunset/Parkside,POINT (-122.48293305578434 37.73899422607066),192914340-AM116
192914340,E40,19125586,Traffic Collision,2019-10-18,2019-10-18,10/18/2019 11:48:02 PM,10/18/2019 11:48:02 PM,10/18/2019 11:48:34 PM,10/18/2019 11:50:13 PM,10/18/2019 11:55:37 PM,null,null,Code 2 Transport,10/19/2019 12:07:28 AM,26TH AV/VICENTE ST,San Francisco,94116,B08,40,7462,B,2,2,true,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,POINT (-122.48293305578434 37.73899422607066),192914340-E40
192914347,74,19125587,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:49:41 PM,10/18/2019 11:50:47 PM,10/18/2019 11:51:06 PM,10/18/2019 11:53:00 PM,10/19/2019 12:03:19 AM,10/19/2019 12:38:11 AM,10/19/2019 12:56:05 AM,Code 2 Transport,10/19/2019 01:28:28 AM,900 Block of HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,POINT (-122.40648796780864 37.780347549238506),192914347-74
192914347,QRV1,19125587,Medical Incident,2019-10-18,2019-10-18,10/18/2019 11:49:41 PM,10/18/2019 11:50:47 PM,10/18/2019 11:51:06 PM,10/18/2019 11:51:09 PM,10/18/2019 11:54:25 PM,null,null,Code 2 Transport,10/19/2019 12:15:03 AM,900 Block of HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,1,3,6,South of Market,POINT (-122.40648796780864 37.780347549238506),192914347-QRV1
192914376,B07,19125588,Alarms,2019-10-18,2019-10-18,10/18/2019 11:58:50 PM,10/19/2019 12:00:18 AM,10/19/2019 12:00:25 AM,10/19/2019 12:02:40 AM,10/19/2019 12:06:46 AM,null,null,Fire,10/19/2019 12:12:51 AM,0 Block of MUSIC CONCOURSE DR,San Francisco,94118,B07,22,7744,3,3,3,false,Alarm,1,CHIEF,2,7,1,Golden Gate Park,POINT (-122.46682267029495 37.77016686351021),192914376-B07
192914376,E22,19125588,Alarms,2019-10-18,2019-10-18,10/18/2019 11:58:50 PM,10/19/2019 12:00:18 AM,10/19/2019 12:00:25 AM,10/19/2019 12:02:27 AM,10/19/2019 12:04:56 AM,null,null,Fire,10/19/2019 12:16:20 AM,0 Block of MUSIC CONCOURSE DR,San Francisco,94118,B07,22,7744,3,3,3,false,Alarm,1,ENGINE,1,7,1,Golden Gate Park,POINT (-122.46682267029495 37.77016686351021),192914376-E22
192914376,T12,19125588,Alarms,2019-10-18,2019-10-18,10/18/2019 11:58:50 PM,10/19/2019 12:00:18 AM,10/19/2019 12:00:25 AM,10/19/2019 12:02:32 AM,10/19/2019 12:07:13 AM,null,null,Fire,10/19/2019 12:12:23 AM,0 Block of MUSIC CONCOURSE DR,San Francisco,94118,B07,22,7744,3,3,3,false,Alarm,1,TRUCK,3,7,1,Golden Gate Park,POINT (-122.46682267029495 37.77016686351021),192914376-T12
141980338,AP,14068438,Other,2014-07-17,2014-07-16,07/17/2014 03:19:29 AM,07/17/2014 03:19:29 AM,07/17/2014 03:19:29 AM,07/17/2014 03:19:29 AM,07/17/2014 03:19:29 AM,null,null,Fire,07/17/2014 03:19:29 AM,CALL BOX: SF INTERNATIONAL AIRPORT,null,null,B99,44,6913,3,3,3,false,Alarm,1,AIRPORT,1,None,None,None,POINT (-122.384094238098 37.616882323925),141980338-AP
191221808,B07,19051852,Alarms,2019-05-02,2019-05-02,05/02/2019 12:28:42 PM,05/02/2019 12:30:05 PM,05/02/2019 12:30:10 PM,05/02/2019 12:31:21 PM,null,null,null,Fire,05/02/2019 12:35:36 PM,400 Block of 29TH AVE,San Francisco,94121,B07,14,7226,3,3,3,false,Alarm,1,CHIEF,3,7,1,Outer Richmond,POINT (-122.48901614551943 37.78086102147718),191221808-B07
191221887,E20,19051855,Medical Incident,2019-05-02,2019-05-02,05/02/2019 12:48:30 PM,05/02/2019 12:49:06 PM,05/02/2019 12:51:55 PM,05/02/2019 12:53:20 PM,null,null,null,Code 2 Transport,05/02/2019 12:56:55 PM,1100 Block of MORAGA ST,San Francisco,94122,B08,40,7422,2,3,3,true,Potentially Life-Threatening,1,ENGINE,3,8,7,Inner Sunset,POINT (-122.47499638181526 37.75612386726465),191221887-E20
180330258,57,18013842,Medical Incident,2018-02-02,2018-02-01,02/02/2018 02:13:54 AM,02/02/2018 02:13:54 AM,02/02/2018 02:21:05 AM,02/02/2018 02:21:22 AM,02/02/2018 02:33:10 AM,02/02/2018 02:59:54 AM,02/02/2018 03:18:24 AM,Code 2 Transport,02/02/2018 03:52:00 AM,300 Block of 11TH AVE,San Francisco,94118,B07,31,7141,C,2,2,true,Non Life-threatening,1,MEDIC,1,7,1,Inner Richmond,POINT (-122.469629422744 37.781738539272),180330258-57
